"1","{Instant food products} => {hamburger meat}",0.00305033045246568,0.379746835443038,11.4214376959703
"11","{Instant food products} => {whole milk}",0.00305033045246568,0.379746835443038,1.48619583230493
"10","{Instant food products} => {other vegetables}",0.00274529740721912,0.341772151898734,1.76633164157859
"9","{Instant food products} => {rolls/buns}",0.00233858668022369,0.291139240506329,1.58283826997222
"6","{Instant food products} => {root vegetables}",0.00193187595322827,0.240506329113924,2.20651095786888
"7","{Instant food products} => {soda}",0.00193187595322827,0.240506329113924,1.37923017308189
"5","{Instant food products} => {tropical fruit}",0.00152516522623284,0.189873417721519,1.80950103032087
"4","{Instant food products} => {pastry}",0.00142348754448399,0.177215189873418,1.99189873417722
"8","{Instant food products} => {yogurt}",0.00142348754448399,0.177215189873418,1.27034358047016
"2","{Instant food products} => {curd}",0.00132180986273513,0.164556962025316,3.08858343801333
"3","{Instant food products} => {butter}",0.00122013218098627,0.151898734177215,2.74114504703287
